[epoch:11, iter:4661] LOSS: 0.272 | avg_ACC: 90.237% 
[epoch:11, iter:4662] LOSS: 0.283 | avg_ACC: 90.225% 
[epoch:11, iter:4663] LOSS: 0.298 | avg_ACC: 90.226% 
[epoch:11, iter:4664] LOSS: 0.274 | avg_ACC: 90.227% 
[epoch:11, iter:4665] LOSS: 0.248 | avg_ACC: 90.228% 
[epoch:11, iter:4666] LOSS: 0.348 | avg_ACC: 90.231% 
[epoch:11, iter:4667] LOSS: 0.322 | avg_ACC: 90.224% 
[epoch:11, iter:4668] LOSS: 0.258 | avg_ACC: 90.227% 
[epoch:11, iter:4669] LOSS: 0.320 | avg_ACC: 90.220% 
[epoch:11, iter:4670] LOSS: 0.263 | avg_ACC: 90.216% 
[epoch:11, iter:4671] LOSS: 0.274 | avg_ACC: 90.222% 
[epoch:11, iter:4672] LOSS: 0.244 | avg_ACC: 90.225% 
[epoch:11, iter:4673] LOSS: 0.395 | avg_ACC: 90.211% 
[epoch:11, iter:4674] LOSS: 0.276 | avg_ACC: 90.212% 
[epoch:11, iter:4675] LOSS: 0.313 | avg_ACC: 90.211% 
[epoch:11, iter:4676] LOSS: 0.247 | avg_ACC: 90.206% 
[epoch:11, iter:4677] LOSS: 0.256 | avg_ACC: 90.209% 
[epoch:11, iter:4678] LOSS: 0.309 | avg_ACC: 90.204% 
[epoch:11, iter:4679] LOSS: 0.172 | avg_ACC: 90.220% 
[epoch:11, iter:4680] LOSS: 0.167 | avg_ACC: 90.235% 
[epoch:11, iter:4681] LOSS: 0.333 | avg_ACC: 90.222% 
[epoch:11, iter:4682] LOSS: 0.281 | avg_ACC: 90.223% 
[epoch:11, iter:4683] LOSS: 0.369 | avg_ACC: 90.214% 
[epoch:11, iter:4684] LOSS: 0.200 | avg_ACC: 90.223% 
[epoch:11, iter:4685] LOSS: 0.217 | avg_ACC: 90.228% 
[epoch:11, iter:4686] LOSS: 0.364 | avg_ACC: 90.223% 
[epoch:11, iter:4687] LOSS: 0.377 | avg_ACC: 90.218% 
[epoch:11, iter:4688] LOSS: 0.326 | avg_ACC: 90.209% 
[epoch:11, iter:4689] LOSS: 0.202 | avg_ACC: 90.214% 
[epoch:11, iter:4690] LOSS: 0.271 | avg_ACC: 90.217% 
[epoch:11, iter:4691] LOSS: 0.334 | avg_ACC: 90.218% 
[epoch:11, iter:4692] LOSS: 0.289 | avg_ACC: 90.220% 
[epoch:12, iter:4693] LOSS: 0.251 | avg_ACC: 90.625% 
[epoch:12, iter:4694] LOSS: 0.194 | avg_ACC: 91.016% 
[epoch:12, iter:4695] LOSS: 0.236 | avg_ACC: 90.885% 
[epoch:12, iter:4696] LOSS: 0.227 | avg_ACC: 91.406% 
[epoch:12, iter:4697] LOSS: 0.271 | avg_ACC: 91.250% 
[epoch:12, iter:4698] LOSS: 0.157 | avg_ACC: 91.797% 
[epoch:12, iter:4699] LOSS: 0.236 | avg_ACC: 91.518% 
[epoch:12, iter:4700] LOSS: 0.239 | avg_ACC: 91.504% 
[epoch:12, iter:4701] LOSS: 0.190 | avg_ACC: 91.753% 
[epoch:12, iter:4702] LOSS: 0.235 | avg_ACC: 91.719% 
[epoch:12, iter:4703] LOSS: 0.227 | avg_ACC: 91.761% 
[epoch:12, iter:4704] LOSS: 0.316 | avg_ACC: 91.602% 
[epoch:12, iter:4705] LOSS: 0.313 | avg_ACC: 91.466% 
[epoch:12, iter:4706] LOSS: 0.196 | avg_ACC: 91.574% 
[epoch:12, iter:4707] LOSS: 0.222 | avg_ACC: 91.562% 
[epoch:12, iter:4708] LOSS: 0.140 | avg_ACC: 91.797% 
[epoch:12, iter:4709] LOSS: 0.325 | avg_ACC: 91.636% 
[epoch:12, iter:4710] LOSS: 0.412 | avg_ACC: 91.319% 
[epoch:12, iter:4711] LOSS: 0.265 | avg_ACC: 91.365% 
[epoch:12, iter:4712] LOSS: 0.230 | avg_ACC: 91.250% 
[epoch:12, iter:4713] LOSS: 0.285 | avg_ACC: 91.146% 
[epoch:12, iter:4714] LOSS: 0.309 | avg_ACC: 91.087% 
[epoch:12, iter:4715] LOSS: 0.261 | avg_ACC: 91.135% 
[epoch:12, iter:4716] LOSS: 0.195 | avg_ACC: 91.178% 
[epoch:12, iter:4717] LOSS: 0.219 | avg_ACC: 91.188% 
[epoch:12, iter:4718] LOSS: 0.244 | avg_ACC: 91.166% 
[epoch:12, iter:4719] LOSS: 0.299 | avg_ACC: 91.088% 
[epoch:12, iter:4720] LOSS: 0.295 | avg_ACC: 91.044% 
[epoch:12, iter:4721] LOSS: 0.184 | avg_ACC: 91.137% 
[epoch:12, iter:4722] LOSS: 0.326 | avg_ACC: 91.068% 
[epoch:12, iter:4723] LOSS: 0.192 | avg_ACC: 91.104% 
[epoch:12, iter:4724] LOSS: 0.339 | avg_ACC: 91.089% 
[epoch:12, iter:4725] LOSS: 0.196 | avg_ACC: 91.170% 
[epoch:12, iter:4726] LOSS: 0.377 | avg_ACC: 91.039% 
[epoch:12, iter:4727] LOSS: 0.192 | avg_ACC: 91.094% 
[epoch:12, iter:4728] LOSS: 0.184 | avg_ACC: 91.168% 
[epoch:12, iter:4729] LOSS: 0.203 | avg_ACC: 91.237% 
[epoch:12, iter:4730] LOSS: 0.246 | avg_ACC: 91.283% 
[epoch:12, iter:4731] LOSS: 0.370 | avg_ACC: 91.126% 
[epoch:12, iter:4732] LOSS: 0.216 | avg_ACC: 91.191% 
[epoch:12, iter:4733] LOSS: 0.250 | avg_ACC: 91.197% 
[epoch:12, iter:4734] LOSS: 0.260 | avg_ACC: 91.164% 
[epoch:12, iter:4735] LOSS: 0.209 | avg_ACC: 91.188% 
[epoch:12, iter:4736] LOSS: 0.219 | avg_ACC: 91.211% 
[epoch:12, iter:4737] LOSS: 0.308 | avg_ACC: 91.181% 
[epoch:12, iter:4738] LOSS: 0.282 | avg_ACC: 91.118% 
[epoch:12, iter:4739] LOSS: 0.298 | avg_ACC: 91.107% 
[epoch:12, iter:4740] LOSS: 0.252 | avg_ACC: 91.162% 
[epoch:12, iter:4741] LOSS: 0.313 | avg_ACC: 91.087% 
[epoch:12, iter:4742] LOSS: 0.277 | avg_ACC: 91.078% 
[epoch:12, iter:4743] LOSS: 0.271 | avg_ACC: 91.054% 
[epoch:12, iter:4744] LOSS: 0.256 | avg_ACC: 91.061% 
[epoch:12, iter:4745] LOSS: 0.256 | avg_ACC: 91.038% 
[epoch:12, iter:4746] LOSS: 0.248 | avg_ACC: 91.016% 
[epoch:12, iter:4747] LOSS: 0.322 | avg_ACC: 91.051% 
[epoch:12, iter:4748] LOSS: 0.277 | avg_ACC: 91.016% 
[epoch:12, iter:4749] LOSS: 0.235 | avg_ACC: 90.995% 
[epoch:12, iter:4750] LOSS: 0.205 | avg_ACC: 91.016% 
[epoch:12, iter:4751] LOSS: 0.296 | avg_ACC: 91.009% 
[epoch:12, iter:4752] LOSS: 0.279 | avg_ACC: 91.042% 
[epoch:12, iter:4753] LOSS: 0.313 | avg_ACC: 91.073% 
[epoch:12, iter:4754] LOSS: 0.264 | avg_ACC: 91.091% 
[epoch:12, iter:4755] LOSS: 0.165 | avg_ACC: 91.158% 
[epoch:12, iter:4756] LOSS: 0.355 | avg_ACC: 91.089% 
[epoch:12, iter:4757] LOSS: 0.189 | avg_ACC: 91.154% 
[epoch:12, iter:4758] LOSS: 0.329 | avg_ACC: 91.134% 
[epoch:12, iter:4759] LOSS: 0.391 | avg_ACC: 91.103% 
[epoch:12, iter:4760] LOSS: 0.299 | avg_ACC: 91.085% 
[epoch:12, iter:4761] LOSS: 0.214 | avg_ACC: 91.112% 
[epoch:12, iter:4762] LOSS: 0.233 | avg_ACC: 91.138% 
[epoch:12, iter:4763] LOSS: 0.306 | avg_ACC: 91.131% 
[epoch:12, iter:4764] LOSS: 0.272 | avg_ACC: 91.092% 
[epoch:12, iter:4765] LOSS: 0.176 | avg_ACC: 91.139% 
[epoch:12, iter:4766] LOSS: 0.288 | avg_ACC: 91.111% 
[epoch:12, iter:4767] LOSS: 0.339 | avg_ACC: 91.052% 
[epoch:12, iter:4768] LOSS: 0.220 | avg_ACC: 91.067% 
[epoch:12, iter:4769] LOSS: 0.210 | avg_ACC: 91.082% 
[epoch:12, iter:4770] LOSS: 0.242 | avg_ACC: 91.106% 
[epoch:12, iter:4771] LOSS: 0.208 | avg_ACC: 91.119% 
[epoch:12, iter:4772] LOSS: 0.309 | avg_ACC: 91.074% 
[epoch:12, iter:4773] LOSS: 0.255 | avg_ACC: 91.069% 
[epoch:12, iter:4774] LOSS: 0.221 | avg_ACC: 91.073% 
[epoch:12, iter:4775] LOSS: 0.129 | avg_ACC: 91.143% 
[epoch:12, iter:4776] LOSS: 0.219 | avg_ACC: 91.174% 
[epoch:12, iter:4777] LOSS: 0.267 | avg_ACC: 91.176% 
[epoch:12, iter:4778] LOSS: 0.291 | avg_ACC: 91.152% 
[epoch:12, iter:4779] LOSS: 0.332 | avg_ACC: 91.119% 
[epoch:12, iter:4780] LOSS: 0.231 | avg_ACC: 91.122% 
[epoch:12, iter:4781] LOSS: 0.220 | avg_ACC: 91.125% 
[epoch:12, iter:4782] LOSS: 0.227 | avg_ACC: 91.137% 
[epoch:12, iter:4783] LOSS: 0.244 | avg_ACC: 91.132% 
[epoch:12, iter:4784] LOSS: 0.232 | avg_ACC: 91.160% 
[epoch:12, iter:4785] LOSS: 0.257 | avg_ACC: 91.154% 
[epoch:12, iter:4786] LOSS: 0.436 | avg_ACC: 91.082% 
[epoch:12, iter:4787] LOSS: 0.238 | avg_ACC: 91.077% 
[epoch:12, iter:4788] LOSS: 0.333 | avg_ACC: 91.064% 
[epoch:12, iter:4789] LOSS: 0.226 | avg_ACC: 91.076% 
[epoch:12, iter:4790] LOSS: 0.433 | avg_ACC: 91.016% 
[epoch:12, iter:4791] LOSS: 0.330 | avg_ACC: 91.004% 
[epoch:12, iter:4792] LOSS: 0.345 | avg_ACC: 90.961% 
[epoch:12, iter:4793] LOSS: 0.244 | avg_ACC: 90.950% 
[epoch:12, iter:4794] LOSS: 0.275 | avg_ACC: 90.962% 
[epoch:12, iter:4795] LOSS: 0.183 | avg_ACC: 90.981% 
[epoch:12, iter:4796] LOSS: 0.213 | avg_ACC: 90.971% 
[epoch:12, iter:4797] LOSS: 0.245 | avg_ACC: 90.982% 
[epoch:12, iter:4798] LOSS: 0.351 | avg_ACC: 90.949% 
[epoch:12, iter:4799] LOSS: 0.282 | avg_ACC: 90.939% 
[epoch:12, iter:4800] LOSS: 0.385 | avg_ACC: 90.914% 
[epoch:12, iter:4801] LOSS: 0.227 | avg_ACC: 90.919% 
[epoch:12, iter:4802] LOSS: 0.359 | avg_ACC: 90.881% 
[epoch:12, iter:4803] LOSS: 0.220 | avg_ACC: 90.885% 
[epoch:12, iter:4804] LOSS: 0.208 | avg_ACC: 90.918% 
[epoch:12, iter:4805] LOSS: 0.269 | avg_ACC: 90.922% 
[epoch:12, iter:4806] LOSS: 0.239 | avg_ACC: 90.927% 
[epoch:12, iter:4807] LOSS: 0.304 | avg_ACC: 90.917% 
[epoch:12, iter:4808] LOSS: 0.247 | avg_ACC: 90.921% 
[epoch:12, iter:4809] LOSS: 0.207 | avg_ACC: 90.932% 
[epoch:12, iter:4810] LOSS: 0.304 | avg_ACC: 90.930% 
[epoch:12, iter:4811] LOSS: 0.243 | avg_ACC: 90.914% 
[epoch:12, iter:4812] LOSS: 0.297 | avg_ACC: 90.879% 
[epoch:12, iter:4813] LOSS: 0.246 | avg_ACC: 90.864% 
[epoch:12, iter:4814] LOSS: 0.261 | avg_ACC: 90.849% 
[epoch:12, iter:4815] LOSS: 0.203 | avg_ACC: 90.873% 
[epoch:12, iter:4816] LOSS: 0.306 | avg_ACC: 90.846% 
[epoch:12, iter:4817] LOSS: 0.328 | avg_ACC: 90.856% 
[epoch:12, iter:4818] LOSS: 0.263 | avg_ACC: 90.842% 
[epoch:12, iter:4819] LOSS: 0.439 | avg_ACC: 90.791% 
[epoch:12, iter:4820] LOSS: 0.281 | avg_ACC: 90.796% 
[epoch:12, iter:4821] LOSS: 0.224 | avg_ACC: 90.813% 
[epoch:12, iter:4822] LOSS: 0.275 | avg_ACC: 90.823% 
[epoch:12, iter:4823] LOSS: 0.279 | avg_ACC: 90.840% 
[epoch:12, iter:4824] LOSS: 0.273 | avg_ACC: 90.844% 
[epoch:12, iter:4825] LOSS: 0.333 | avg_ACC: 90.836% 
[epoch:12, iter:4826] LOSS: 0.239 | avg_ACC: 90.817% 
[epoch:12, iter:4827] LOSS: 0.217 | avg_ACC: 90.845% 
[epoch:12, iter:4828] LOSS: 0.235 | avg_ACC: 90.861% 
[epoch:12, iter:4829] LOSS: 0.193 | avg_ACC: 90.882% 
[epoch:12, iter:4830] LOSS: 0.404 | avg_ACC: 90.851% 
[epoch:12, iter:4831] LOSS: 0.343 | avg_ACC: 90.822% 
[epoch:12, iter:4832] LOSS: 0.298 | avg_ACC: 90.820% 
[epoch:12, iter:4833] LOSS: 0.258 | avg_ACC: 90.813% 
[epoch:12, iter:4834] LOSS: 0.360 | avg_ACC: 90.807% 
[epoch:12, iter:4835] LOSS: 0.279 | avg_ACC: 90.800% 
[epoch:12, iter:4836] LOSS: 0.396 | avg_ACC: 90.766% 
[epoch:12, iter:4837] LOSS: 0.289 | avg_ACC: 90.754% 
[epoch:12, iter:4838] LOSS: 0.237 | avg_ACC: 90.775% 
[epoch:12, iter:4839] LOSS: 0.232 | avg_ACC: 90.790% 
[epoch:12, iter:4840] LOSS: 0.315 | avg_ACC: 90.789% 
[epoch:12, iter:4841] LOSS: 0.362 | avg_ACC: 90.756% 
[epoch:12, iter:4842] LOSS: 0.233 | avg_ACC: 90.766% 
[epoch:12, iter:4843] LOSS: 0.217 | avg_ACC: 90.760% 
[epoch:12, iter:4844] LOSS: 0.250 | avg_ACC: 90.769% 
[epoch:12, iter:4845] LOSS: 0.278 | avg_ACC: 90.763% 
[epoch:12, iter:4846] LOSS: 0.188 | avg_ACC: 90.787% 
[epoch:12, iter:4847] LOSS: 0.320 | avg_ACC: 90.771% 
[epoch:12, iter:4848] LOSS: 0.249 | avg_ACC: 90.775% 
[epoch:12, iter:4849] LOSS: 0.199 | avg_ACC: 90.784% 
[epoch:12, iter:4850] LOSS: 0.166 | avg_ACC: 90.813% 
[epoch:12, iter:4851] LOSS: 0.248 | avg_ACC: 90.792% 
[epoch:12, iter:4852] LOSS: 0.232 | avg_ACC: 90.801% 
[epoch:12, iter:4853] LOSS: 0.228 | avg_ACC: 90.800% 
[epoch:12, iter:4854] LOSS: 0.257 | avg_ACC: 90.803% 
[epoch:12, iter:4855] LOSS: 0.134 | avg_ACC: 90.831% 
[epoch:12, iter:4856] LOSS: 0.247 | avg_ACC: 90.844% 
[epoch:12, iter:4857] LOSS: 0.304 | avg_ACC: 90.848% 
[epoch:12, iter:4858] LOSS: 0.302 | avg_ACC: 90.837% 
[epoch:12, iter:4859] LOSS: 0.176 | avg_ACC: 90.850% 
[epoch:12, iter:4860] LOSS: 0.297 | avg_ACC: 90.830% 
[epoch:12, iter:4861] LOSS: 0.224 | avg_ACC: 90.838% 
[epoch:12, iter:4862] LOSS: 0.291 | avg_ACC: 90.813% 
[epoch:12, iter:4863] LOSS: 0.445 | avg_ACC: 90.789% 
[epoch:12, iter:4864] LOSS: 0.323 | avg_ACC: 90.784% 
[epoch:12, iter:4865] LOSS: 0.262 | avg_ACC: 90.783% 
[epoch:12, iter:4866] LOSS: 0.211 | avg_ACC: 90.787% 
[epoch:12, iter:4867] LOSS: 0.145 | avg_ACC: 90.812% 
[epoch:12, iter:4868] LOSS: 0.361 | avg_ACC: 90.803% 
[epoch:12, iter:4869] LOSS: 0.320 | avg_ACC: 90.775% 
[epoch:12, iter:4870] LOSS: 0.261 | avg_ACC: 90.770% 
[epoch:12, iter:4871] LOSS: 0.243 | avg_ACC: 90.786% 
[epoch:12, iter:4872] LOSS: 0.287 | avg_ACC: 90.781% 
[epoch:12, iter:4873] LOSS: 0.232 | avg_ACC: 90.789% 
[epoch:12, iter:4874] LOSS: 0.369 | avg_ACC: 90.775% 
[epoch:12, iter:4875] LOSS: 0.179 | avg_ACC: 90.791% 
[epoch:12, iter:4876] LOSS: 0.252 | avg_ACC: 90.799% 
[epoch:12, iter:4877] LOSS: 0.257 | avg_ACC: 90.802% 
[epoch:12, iter:4878] LOSS: 0.338 | avg_ACC: 90.789% 
[epoch:12, iter:4879] LOSS: 0.379 | avg_ACC: 90.763% 
[epoch:12, iter:4880] LOSS: 0.326 | avg_ACC: 90.754% 
[epoch:12, iter:4881] LOSS: 0.219 | avg_ACC: 90.753% 
[epoch:12, iter:4882] LOSS: 0.363 | avg_ACC: 90.744% 
[epoch:12, iter:4883] LOSS: 0.228 | avg_ACC: 90.752% 
[epoch:12, iter:4884] LOSS: 0.203 | avg_ACC: 90.759% 
[epoch:12, iter:4885] LOSS: 0.164 | avg_ACC: 90.775% 
[epoch:12, iter:4886] LOSS: 0.314 | avg_ACC: 90.754% 
[epoch:12, iter:4887] LOSS: 0.198 | avg_ACC: 90.765% 
[epoch:12, iter:4888] LOSS: 0.348 | avg_ACC: 90.749% 
[epoch:12, iter:4889] LOSS: 0.243 | avg_ACC: 90.748% 
[epoch:12, iter:4890] LOSS: 0.273 | avg_ACC: 90.771% 
[epoch:12, iter:4891] LOSS: 0.340 | avg_ACC: 90.755% 
[epoch:12, iter:4892] LOSS: 0.384 | avg_ACC: 90.746% 
[epoch:12, iter:4893] LOSS: 0.221 | avg_ACC: 90.765% 
[epoch:12, iter:4894] LOSS: 0.251 | avg_ACC: 90.760% 
[epoch:12, iter:4895] LOSS: 0.203 | avg_ACC: 90.767% 
[epoch:12, iter:4896] LOSS: 0.318 | avg_ACC: 90.751% 
[epoch:12, iter:4897] LOSS: 0.298 | avg_ACC: 90.755% 
[epoch:12, iter:4898] LOSS: 0.426 | avg_ACC: 90.731% 
[epoch:12, iter:4899] LOSS: 0.285 | avg_ACC: 90.734% 
[epoch:12, iter:4900] LOSS: 0.267 | avg_ACC: 90.726% 
[epoch:12, iter:4901] LOSS: 0.197 | avg_ACC: 90.741% 
[epoch:12, iter:4902] LOSS: 0.192 | avg_ACC: 90.759% 
[epoch:12, iter:4903] LOSS: 0.341 | avg_ACC: 90.743% 
[epoch:12, iter:4904] LOSS: 0.220 | avg_ACC: 90.750% 
[epoch:12, iter:4905] LOSS: 0.323 | avg_ACC: 90.735% 
[epoch:12, iter:4906] LOSS: 0.434 | avg_ACC: 90.713% 
[epoch:12, iter:4907] LOSS: 0.221 | avg_ACC: 90.716% 
[epoch:12, iter:4908] LOSS: 0.260 | avg_ACC: 90.719% 
[epoch:12, iter:4909] LOSS: 0.382 | avg_ACC: 90.701% 
[epoch:12, iter:4910] LOSS: 0.284 | avg_ACC: 90.686% 
[epoch:12, iter:4911] LOSS: 0.304 | avg_ACC: 90.679% 
[epoch:12, iter:4912] LOSS: 0.306 | avg_ACC: 90.675% 
[epoch:12, iter:4913] LOSS: 0.239 | avg_ACC: 90.674% 
[epoch:12, iter:4914] LOSS: 0.282 | avg_ACC: 90.664% 
[epoch:12, iter:4915] LOSS: 0.208 | avg_ACC: 90.674% 
[epoch:12, iter:4916] LOSS: 0.312 | avg_ACC: 90.663% 
[epoch:12, iter:4917] LOSS: 0.307 | avg_ACC: 90.653% 
[epoch:12, iter:4918] LOSS: 0.232 | avg_ACC: 90.653% 
[epoch:12, iter:4919] LOSS: 0.321 | avg_ACC: 90.639% 
[epoch:12, iter:4920] LOSS: 0.325 | avg_ACC: 90.635% 
[epoch:12, iter:4921] LOSS: 0.346 | avg_ACC: 90.618% 
[epoch:12, iter:4922] LOSS: 0.225 | avg_ACC: 90.632% 
[epoch:12, iter:4923] LOSS: 0.238 | avg_ACC: 90.639% 
[epoch:12, iter:4924] LOSS: 0.381 | avg_ACC: 90.618% 
[epoch:12, iter:4925] LOSS: 0.214 | avg_ACC: 90.625% 
[epoch:12, iter:4926] LOSS: 0.337 | avg_ACC: 90.618% 
[epoch:12, iter:4927] LOSS: 0.367 | avg_ACC: 90.605% 
[epoch:12, iter:4928] LOSS: 0.196 | avg_ACC: 90.618% 
[epoch:12, iter:4929] LOSS: 0.236 | avg_ACC: 90.618% 
[epoch:12, iter:4930] LOSS: 0.249 | avg_ACC: 90.612% 
[epoch:12, iter:4931] LOSS: 0.201 | avg_ACC: 90.625% 
[epoch:12, iter:4932] LOSS: 0.207 | avg_ACC: 90.635% 
[epoch:12, iter:4933] LOSS: 0.346 | avg_ACC: 90.625% 
[epoch:12, iter:4934] LOSS: 0.272 | avg_ACC: 90.628% 
[epoch:12, iter:4935] LOSS: 0.260 | avg_ACC: 90.635% 
[epoch:12, iter:4936] LOSS: 0.224 | avg_ACC: 90.651% 
[epoch:12, iter:4937] LOSS: 0.189 | avg_ACC: 90.660% 
[epoch:12, iter:4938] LOSS: 0.227 | avg_ACC: 90.660% 
[epoch:12, iter:4939] LOSS: 0.231 | avg_ACC: 90.666% 
[epoch:12, iter:4940] LOSS: 0.263 | avg_ACC: 90.666% 
[epoch:12, iter:4941] LOSS: 0.212 | avg_ACC: 90.672% 
[epoch:12, iter:4942] LOSS: 0.312 | avg_ACC: 90.669% 
[epoch:12, iter:4943] LOSS: 0.354 | avg_ACC: 90.662% 
[epoch:12, iter:4944] LOSS: 0.248 | avg_ACC: 90.659% 
[epoch:12, iter:4945] LOSS: 0.243 | avg_ACC: 90.668% 
[epoch:12, iter:4946] LOSS: 0.343 | avg_ACC: 90.662% 
[epoch:12, iter:4947] LOSS: 0.301 | avg_ACC: 90.656% 
[epoch:12, iter:4948] LOSS: 0.256 | avg_ACC: 90.656% 
[epoch:12, iter:4949] LOSS: 0.204 | avg_ACC: 90.665% 
[epoch:12, iter:4950] LOSS: 0.287 | avg_ACC: 90.658% 
[epoch:12, iter:4951] LOSS: 0.196 | avg_ACC: 90.676% 
[epoch:12, iter:4952] LOSS: 0.190 | avg_ACC: 90.688% 
[epoch:12, iter:4953] LOSS: 0.289 | avg_ACC: 90.682% 
[epoch:12, iter:4954] LOSS: 0.179 | avg_ACC: 90.697% 
[epoch:12, iter:4955] LOSS: 0.285 | avg_ACC: 90.696% 
[epoch:12, iter:4956] LOSS: 0.197 | avg_ACC: 90.702% 
[epoch:12, iter:4957] LOSS: 0.193 | avg_ACC: 90.708% 
[epoch:12, iter:4958] LOSS: 0.326 | avg_ACC: 90.701% 
[epoch:12, iter:4959] LOSS: 0.265 | avg_ACC: 90.698% 
[epoch:12, iter:4960] LOSS: 0.271 | avg_ACC: 90.689% 
[epoch:12, iter:4961] LOSS: 0.292 | avg_ACC: 90.677% 
[epoch:12, iter:4962] LOSS: 0.549 | avg_ACC: 90.651% 
[epoch:12, iter:4963] LOSS: 0.155 | avg_ACC: 90.662% 
[epoch:12, iter:4964] LOSS: 0.241 | avg_ACC: 90.671% 
[epoch:12, iter:4965] LOSS: 0.402 | avg_ACC: 90.665% 
[epoch:12, iter:4966] LOSS: 0.268 | avg_ACC: 90.665% 
[epoch:12, iter:4967] LOSS: 0.440 | avg_ACC: 90.642% 
[epoch:12, iter:4968] LOSS: 0.175 | avg_ACC: 90.659% 
[epoch:12, iter:4969] LOSS: 0.294 | avg_ACC: 90.659% 
[epoch:12, iter:4970] LOSS: 0.320 | avg_ACC: 90.653% 
[epoch:12, iter:4971] LOSS: 0.282 | avg_ACC: 90.647% 
[epoch:12, iter:4972] LOSS: 0.289 | avg_ACC: 90.650% 
[epoch:12, iter:4973] LOSS: 0.169 | avg_ACC: 90.658% 
[epoch:12, iter:4974] LOSS: 0.183 | avg_ACC: 90.675% 
[epoch:12, iter:4975] LOSS: 0.229 | avg_ACC: 90.680% 
[epoch:12, iter:4976] LOSS: 0.277 | avg_ACC: 90.677% 
[epoch:12, iter:4977] LOSS: 0.274 | avg_ACC: 90.677% 
[epoch:12, iter:4978] LOSS: 0.262 | avg_ACC: 90.677% 
[epoch:12, iter:4979] LOSS: 0.183 | avg_ACC: 90.685% 
[epoch:12, iter:4980] LOSS: 0.155 | avg_ACC: 90.698% 
[epoch:12, iter:4981] LOSS: 0.261 | avg_ACC: 90.695% 
[epoch:12, iter:4982] LOSS: 0.321 | avg_ACC: 90.682% 
[epoch:12, iter:4983] LOSS: 0.276 | avg_ACC: 90.684% 
[epoch:12, iter:4984] LOSS: 0.203 | avg_ACC: 90.692% 
[epoch:12, iter:4985] LOSS: 0.277 | avg_ACC: 90.694% 
[epoch:12, iter:4986] LOSS: 0.275 | avg_ACC: 90.697% 
[epoch:12, iter:4987] LOSS: 0.257 | avg_ACC: 90.697% 
[epoch:12, iter:4988] LOSS: 0.218 | avg_ACC: 90.704% 
[epoch:12, iter:4989] LOSS: 0.277 | avg_ACC: 90.704% 
[epoch:12, iter:4990] LOSS: 0.249 | avg_ACC: 90.701% 
[epoch:12, iter:4991] LOSS: 0.369 | avg_ACC: 90.696% 
[epoch:12, iter:4992] LOSS: 0.183 | avg_ACC: 90.708% 
[epoch:12, iter:4993] LOSS: 0.226 | avg_ACC: 90.711% 
[epoch:12, iter:4994] LOSS: 0.237 | avg_ACC: 90.716% 
[epoch:12, iter:4995] LOSS: 0.399 | avg_ACC: 90.689% 
[epoch:12, iter:4996] LOSS: 0.335 | avg_ACC: 90.682% 
[epoch:12, iter:4997] LOSS: 0.220 | avg_ACC: 90.689% 
[epoch:12, iter:4998] LOSS: 0.417 | avg_ACC: 90.656% 
[epoch:12, iter:4999] LOSS: 0.264 | avg_ACC: 90.663% 
[epoch:12, iter:5000] LOSS: 0.291 | avg_ACC: 90.668% 
[epoch:12, iter:5001] LOSS: 0.341 | avg_ACC: 90.658% 
[epoch:12, iter:5002] LOSS: 0.215 | avg_ACC: 90.670% 
[epoch:12, iter:5003] LOSS: 0.384 | avg_ACC: 90.655% 
[epoch:12, iter:5004] LOSS: 0.249 | avg_ACC: 90.653% 
[epoch:12, iter:5005] LOSS: 0.265 | avg_ACC: 90.652% 
[epoch:12, iter:5006] LOSS: 0.208 | avg_ACC: 90.660% 
[epoch:12, iter:5007] LOSS: 0.307 | avg_ACC: 90.657% 
[epoch:12, iter:5008] LOSS: 0.234 | avg_ACC: 90.660% 
[epoch:12, iter:5009] LOSS: 0.342 | avg_ACC: 90.657% 
[epoch:12, iter:5010] LOSS: 0.286 | avg_ACC: 90.657% 
[epoch:12, iter:5011] LOSS: 0.304 | avg_ACC: 90.657% 
[epoch:12, iter:5012] LOSS: 0.332 | avg_ACC: 90.640% 
[epoch:12, iter:5013] LOSS: 0.248 | avg_ACC: 90.642% 
[epoch:12, iter:5014] LOSS: 0.341 | avg_ACC: 90.642% 
[epoch:12, iter:5015] LOSS: 0.297 | avg_ACC: 90.640% 
[epoch:12, iter:5016] LOSS: 0.243 | avg_ACC: 90.635% 
[epoch:12, iter:5017] LOSS: 0.218 | avg_ACC: 90.642% 
[epoch:12, iter:5018] LOSS: 0.287 | avg_ACC: 90.644% 
[epoch:12, iter:5019] LOSS: 0.214 | avg_ACC: 90.647% 
[epoch:12, iter:5020] LOSS: 0.201 | avg_ACC: 90.656% 
[epoch:12, iter:5021] LOSS: 0.213 | avg_ACC: 90.663% 
[epoch:12, iter:5022] LOSS: 0.211 | avg_ACC: 90.672% 
[epoch:12, iter:5023] LOSS: 0.198 | avg_ACC: 90.682% 
[epoch:12, iter:5024] LOSS: 0.344 | avg_ACC: 90.679% 
[epoch:12, iter:5025] LOSS: 0.247 | avg_ACC: 90.686% 
[epoch:12, iter:5026] LOSS: 0.295 | avg_ACC: 90.686% 
[epoch:12, iter:5027] LOSS: 0.229 | avg_ACC: 90.686% 
[epoch:12, iter:5028] LOSS: 0.272 | avg_ACC: 90.681% 
